source_ad_number,source_file_instance_id,target_ad_candidate,target_base_ad_number,relationship,evidence,manually_verified
2019-0288,a8fd04af42c1e837,2018-0004,2018-0004,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0004 dated 09 January 2018 and EASA AD 2018-0179 dated 23 August 2018. | This AD supersedes EASA AD 2018-0004 dated 09 January 2018 and EASA AD 2018-0179 dated 23 August 2018 | this AD retains the requirements of EASA AD 2018-0004 and AD 2018-0179, which are superseded",False
2019-0288,a8fd04af42c1e837,2018-0179,2018-0179,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0004 dated 09 January 2018 and EASA AD 2018-0179 dated 23 August 2018. | This AD supersedes EASA AD 2018-0004 dated 09 January 2018 and EASA AD 2018-0179 dated 23 August 2018 | this AD retains the requirements of EASA AD 2018-0004 and AD 2018-0179, which are superseded",False
2019-0301,b2ce6bdea9c0acdd,2018-0213R1,2018-0213,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0213R1 dated 09 November 2018. | This AD supersedes EASA AD 2018-0213R1 dated 09 November 2018 | this AD retains the requirements of EASA AD 2018-0213R1, which is superseded",False
2020-0025,b3e8357146c72500,2019-0002,2019-0002,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0002 dated 11 January 2019. | This AD supersedes EASA AD 2019-0002 dated 11 January 2019 | this AD retains the requirements of EASA AD 2019-0002, which is superseded",False
2020-0030,c286951c64b8007c,2014-0259,2014-0259,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0259 dated 05 December 2014. | This AD supersedes EASA AD 2014-0259 dated 05 December 2014 | this AD retains the requirements of EASA AD 2014-0259, which is superseded",False
2020-0034,8eee27a7edd05d7c,2017-0170,2017-0170,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0170 dated 07 September 2017. | This AD supersedes EASA AD 2017-0170 dated 07 September 2017 | this AD retains the requirements of EASA AD 2017-0170, which is superseded",False
2020-0051,d6ef663261a3c017,2016-0249,2016-0249,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0249 dated 14 December 2016, including its correction dated 10 January 2017. | This AD supersedes EASA AD 2016-0249 dated 14 December 2016, including its correction dated 10 January 2017 | this AD retains the requirements of EASA AD 2016-0249, which is superseded",False
2020-0067,a09b3ff1bd2a7e9c,2018-0180,2018-0180,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0180 dated 27 August 2018. | This AD supersedes EASA AD 2018-0180 dated 27 August 2018 | this AD retains the requirements of EASA AD 2018-0180, which is superseded",False
2020-0076,691d39ed44c22e85,2019-0164,2019-0164,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0164 dated 11 July 2019. | This AD supersedes EASA AD 2019-0164 dated 11 July 2019 | this AD retains the requirements of EASA AD 2019-0164, which is superseded",False
2020-0080,4acc1512adf212ad,2019-0056,2019-0056,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0056 dated 19 March 2019. | This AD supersedes EASA AD 2019-0056 dated 19 March 2019 | this AD retains the requirements of EASA AD 2019-0056, which is superseded",False
2020-0085R1,5ced2074d6402f32,2017-0251,2017-0251,supersedes_candidate,"Supersedure: This AD revises EASA AD 2020-0085 dated 06 April 2020, which superseded EASA AD 2017-0251 dated 15 December 2017.",False
2020-0092,b410676740006019,2019-0027,2019-0027,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0027 dated 04 February 2019. | This AD supersedes EASA AD 2019-0027 dated 04 February 2019 | this AD retains the requirement of EASA AD 2019-0027, which is superseded",False
2020-0093,ac439557b562572b,2019-0314,2019-0314,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0314 dated 20 December 2019. | This AD supersedes EASA AD 2019-0314 dated 20 December 2019 | this AD, which supersedes EASA AD 2019-0314, requires repetitive replacement of the four screws attaching the manual valve of each affected part having P/N 70902-3 or P/N 70902-4 and, if a GSM P/N 70902-5 has manual valve installed with screws NAS1101-3H8, replacement of the four screws",False
2020-0125,ac0cb36b6a004e7a,2019-0189,2019-0189,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0189 dated 31 July 2019. | This AD supersedes EASA AD 2019-0189 dated 31 July 2019 | this AD retains the requirements of EASA AD 2019-0189, which is superseded",False
2020-0129,301a45c34505f90c,2018-0100,2018-0100,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0100 dated 25 April 2018. | This AD supersedes EASA AD 2018-0100 dated 25 April 2018 | this AD retains the requirements of EASA AD 2018-0100, which is superseded",False
2020-0145,b77d87f3aa8b5680,2018-0170,2018-0170,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0170 dated 06 August 2018. | This AD supersedes EASA AD 2018-0170 dated 06 August 2018 | this AD retains the requirements of EASA AD 2018-0170, which is superseded",False
2020-0153,19b0b74ef657a975,2014-0177,2014-0177,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2014-0177 dated 25 July 2014. | This AD supersedes EASA AD 2014-0177 dated 25 July 2014,False
2020-0157,eb85663ac0f8e4ec,2019-0123R1,2019-0123,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0123R1 dated 18 June 2019. | This AD supersedes EASA AD 2019-0123R1 dated 18 June 2019 | this AD retains the requirements of EASA AD 2019-0123R1, which is superseded",False
2020-0172,29758375553d8b12,2019-0297R1,2019-0297,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2019-0297R1 dated 16 January 2020. | This AD supersedes EASA AD 2019-0297R1 dated 16 January 2020,False
2020-0174,7a2a0163b09abacc,2019-0012,2019-0012,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0012 dated 24 January 2019. | This AD supersedes EASA AD 2019-0012 dated 24 January 2019 | this AD retains the requirements of EASA AD 2019-0012, which is superseded",False
2020-0183,cb49d2ac6f555947,2020-0009,2020-0009,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0009 dated 23 January 2020. | This AD supersedes EASA AD 2020-0009 dated 23 January 2020 | this AD retains the requirements of EASA AD 2020-0009, which is superseded",False
2020-0203,2120860d3609d09c,2020-0090R1,2020-0090,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2020-0090R1 dated 21 July 2020. | This AD supersedes EASA AD 2020-0090R1 dated 21 July 2020,False
2020-0210,ac27f4e5abd5dc34,2017-0027,2017-0027,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0027 dated 15 February 2017. | This AD supersedes EASA AD 2017-0027 dated 15 February 2017 | this AD retains the requirements of EASA AD 2017-0027, which is superseded",False
2020-0211,60e0ffde66b7e239,2017-0030,2017-0030,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0030 dated 15 February 2017. | This AD supersedes EASA AD 2017-0030 dated 15 February 2017 | this AD retains the requirements of EASA AD 2017-0030, which is superseded",False
2020-0232,ce408a2f2517ff83,2019-0216,2019-0216,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2019-0216 dated 02 September 2019. | This AD supersedes EASA AD 2019-0216 dated 02 September 2019,False
2020-0239,4eda8e9a3448ff71,2018-0116,2018-0116,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0116 dated 29 May 2018. | This AD supersedes EASA AD 2018-0116 dated 29 May 2018 | this AD retains the requirements of EASA AD 2018-0116, which is superseded",False
2020-0245,4ca817a1f097f544,2019-0093,2019-0093,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2019-0093 dated 26 April 2019. | This AD supersedes EASA AD 2019-0093 dated 26 April 2019,False
2020-0258,f60e41c72c630f9b,2018-0136,2018-0136,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0136 dated 26 June 2018. | This AD supersedes EASA AD 2018-0136 dated 26 June 2018 | this AD retains the requirements of EASA AD 2018-0136, which is superseded",False
2020-0270,b36094c4ddd7fad0,2015-0080,2015-0080,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0080 dated 07 May 2015. | This AD supersedes EASA AD 2015-0080 dated 07 May 2015 | this AD supersedes EASA AD 2015-0080, and requires accomplishment of the actions specified in the Variation",False
2020-0280,7369e2a913a898e2,2014-0278,2014-0278,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2014-0278 dated 19 December 2014. | This AD supersedes EASA AD 2014-0278 dated 19 December 2014 | this AD retains the requirements of EASA AD 2014-0278, which is superseded",False
2020-0283,f8abdf4633005d3d,2019-0291R1,2019-0291,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0291R1 dated 04 March 2020. | This AD supersedes EASA AD 2019-0291R1 dated 04 March 2020 | this AD retains the requirements of EASA AD 2019-0291R1, which is superseded",False
2020-0285,6aefbd16e385bee7,2012-0010,2012-0010,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0010 dated 18 January 2012. | This AD supersedes EASA AD 2012-0010 dated 18 January 2012 | this AD supersedes EASA AD 2012-0010, the requirements of which have become redundant, and requires installation of serviceable SW",False
2020-0286,e03c02a3953be361,2020-0162,2020-0162,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0162 dated 21 July 2020. | This AD supersedes EASA AD 2020-0162 dated 21 July 2020 | this AD retains the requirements of EASA AD 2020-0162, which is superseded",False
2021-0045,8e30bb6136073250,2012-0134,2012-0134,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2012-0134 dated 18 July 2012. | This AD supersedes EASA AD 2012-0134 dated 18 July 2012 | this AD supersedes EASA AD 2012-0134, expands the Applicability and requires new repetitive inspections",False
2021-0049,7d0cbe9875f0b0d2,2020-0133,2020-0133,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0133 dated 10 June 2020. | This AD supersedes EASA AD 2020-0133 dated 10 June 2020 | this AD retains the requirements of EASA AD 2020-0133, which is superseded",False
2021-0051,0864a4d14dbbdd34,2019-0310R1,2019-0310,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0310R1 dated 20 April 2020. | This AD supersedes EASA AD 2019-0310R1 dated 20 April 2020 | this AD retains the requirements of the EASA AD 2019-0310R1, which is superseded",False
2021-0085,7e558add0bd59d4c,2021-0018,2021-0018,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2021-0018 dated 15 January 2021. | This AD supersedes EASA AD 2021-0018 dated 15 January 2021 | this AD retains the requirements of EASA AD 2021-0018, which is superseded",False
2021-0100,7ff7d177d281f37a,2015-0236,2015-0236,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2015-0236 dated 16 December 2015. | This AD supersedes EASA AD 2015-0236 dated 16 December 2015 | this AD retains the requirements of EASA AD 2015-0236, which is superseded",False
2021-0141,246041f7dbe810f1,2019-0206,2019-0206,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0206 dated 20 August 2019. | This AD supersedes EASA AD 2019-0206 dated 20 August 2019 | this AD retains the requirements of EASA AD 2019-0206, which is superseded",False
2021-0167,231043e21a8330b4,2017-0117,2017-0117,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0117 dated 07 July 2017. | This AD supersedes EASA AD 2017-0117 dated 07 July 2017 | this AD retains the requirements of EASA AD 2017-0117, which is superseded",False
2021-0172,bd46d1979c510d9d,2021-0045,2021-0045,supersedes_candidate,"Supersedure: This AD supersedes AD 2021-0045 dated 16 February 2021. | This AD supersedes AD 2021-0045 dated 16 February 2021 | this AD retains the requirement of EASA AD 2021-0045, which is superseded",False
2021-0173,0f0256e198fe0159,2019-0215,2019-0215,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2019-0215 dated 04 September 2019. | This AD supersedes EASA AD 2019-0215 dated 04 September 2019 | this AD retains the requirements of EASA AD 2019-0215, which is superseded",False
2021-0175,8fb6ec6fef4f69f7,2020-0258,2020-0258,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0258 dated 18 November 2020, including its Correction dated 19 November 2020. | This AD supersedes EASA AD 2020-0258 dated 18 November 2020, including its Correction dated 19 November 2020 | this AD retains the requirements of EASA AD 2020-0258, which is superseded",False
2021-0206,29a8916a7339cb75,2020-0091,2020-0091,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0091 dated 22 April 2020. | This AD supersedes EASA AD 2020-0091 dated 22 April 2020 | this AD retains the requirements of EASA AD 2020-0091, which is superseded",False
2021-0207,9795f089bcfe6ea9,2020-0210,2020-0210,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0210 dated 05 October 2020. | This AD supersedes EASA AD 2020-0210 dated 05 October 2020 | this AD retains the requirements of EASA AD 2020-0210, which is superseded",False
2021-0208,15b6ce056d5305e0,2020-0211,2020-0211,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0211 dated 05 October 2020 and AD 2021-0026 dated 20 January 2021. | This AD supersedes EASA AD 2020-0211 dated 05 October 2020 and AD 2021-0026 dated 20 January 2021 | this AD retains the requirements of EASA AD 2020-0211 and AD 2021-0026, which are superseded",False
2021-0208,15b6ce056d5305e0,2021-0026,2021-0026,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0211 dated 05 October 2020 and AD 2021-0026 dated 20 January 2021. | This AD supersedes EASA AD 2020-0211 dated 05 October 2020 and AD 2021-0026 dated 20 January 2021 | this AD retains the requirements of EASA AD 2020-0211 and AD 2021-0026, which are superseded",False
2021-0209,5442aea8a535a25d,2020-0268,2020-0268,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0268 dated 04 December 2020. | This AD supersedes EASA AD 2020-0268 dated 04 December 2020 | this AD retains the requirements of EASA AD 2020-0268, which is superseded",False
2021-0226,9c5093f0a3b490d1,2019-0220R1,2019-0220,supersedes_candidate,Supersedure: This AD supersedes EASA AD 2019-0220R1 dated 17 December 2019. | This AD supersedes EASA AD 2019-0220R1 dated 17 December 2019,False
2021-0228,92dbe1604af189f7,2018-0218,2018-0218,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2018-0218 issued 11 October 2018, including its Correction dated 26 October 2018. | This AD supersedes EASA AD 2018-0218 issued 11 October 2018, including its Correction dated 26 October 2018",False
2021-0229,ebd83eb52781b90e,2020-0174,2020-0174,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2020-0174 dated 05 August 2020. | This AD supersedes EASA AD 2020-0174 dated 05 August 2020 | this AD retains the requirements of AD 2020-0174, which is superseded",False
2021-0241,062afde73fd4b9f3,2017-0099,2017-0099,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2017-0099 dated 08 June 2017. | This AD supersedes EASA AD 2017-0099 dated 08 June 2017 | this AD retains the requirements of EASA AD 2017-0099, which is superseded",False
2021-0242,3d05d4995d986ef5,2016-0238,2016-0238,supersedes_candidate,"Supersedure: This AD supersedes EASA AD 2016-0238 dated 02 December 2016, including its Correction dated 04 January 2017. | This AD supersedes EASA AD 2016-0238 dated 02 December 2016, including its Correction dated 04 January 2017 | this AD retains the requirements of EASA AD 2016-0238, which is superseded",False
2021-0248R1,3a1014a97788d0d2,2019-0049,2019-0049,supersedes_candidate,"this AD retains the requirements of EASA AD 2019-0049, which is superseded",False
2021-0249R1,9a2f3f7d54295475,2019-0050,2019-0050,supersedes_candidate,"this AD retains the requirements of EASA AD 2019-0050, which is superseded",False
2021-0250R1,2aafc1723a2d4753,2019-0047,2019-0047,supersedes_candidate,"this AD retains the requirements of EASA AD 2019-0047, which is superseded",False
